InvoiceNo,StockCode,year,month,day,hour,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,amount_spent
564489,20712,2011,8,4,14,jumbo bag woodland animals,10,2011-08-25 14:13:00,2.08,15950,United Kingdom,20.8
572513,21617,2011,10,1,14,4 lily  botanical dinner candles,2,2011-10-24 14:36:00,1.25,16728,United Kingdom,2.5
561601,22666,2011,7,4,11,recipe box pantry yellow design,6,2011-07-28 11:35:00,2.95,18151,United Kingdom,17.700000000000006
545074,23004,2011,2,1,9,travel card wallet pantry,24,2011-02-28 09:28:00,0.42,17655,United Kingdom,10.08
574304,22832,2011,11,4,16,brocante shelf with hooks,2,2011-11-03 16:30:00,10.75,14428,United Kingdom,21.5
568065,22840,2011,9,5,13,round cake tin vintage red,2,2011-09-23 13:44:00,7.95,16240,United Kingdom,15.9
568712,21218,2011,9,3,15,red spotty biscuit tin,1,2011-09-28 15:50:00,3.75,17841,United Kingdom,3.75
545149,22568,2011,2,1,12,feltcraft cushion owl,4,2011-02-28 12:19:00,3.75,15062,United Kingdom,15.0
562517,22355,2011,8,5,12,charlotte bag suki design,4,2011-08-05 12:27:00,0.85,15719,United Kingdom,3.4
547729,22560,2011,3,5,10,traditional modelling clay,6,2011-03-25 10:52:00,1.25,15529,United Kingdom,7.5
557951,22381,2011,6,4,17,toy tidy pink polkadot,5,2011-06-23 17:53:00,2.1,14825,United Kingdom,10.5
564962,22219,2011,8,3,14,lovebird hanging decoration white ,1,2011-08-31 14:35:00,0.85,17777,United Kingdom,0.85
569110,22191,2011,9,5,12,ivory diner wall clock,4,2011-09-30 12:44:00,8.5,17675,United Kingdom,34.0
580358,22142,2011,12,5,16,christmas craft white fairy ,4,2011-12-02 16:07:00,1.45,17238,United Kingdom,5.8
566571,22666,2011,9,2,12,recipe box pantry yellow design,6,2011-09-13 12:49:00,2.95,17037,United Kingdom,17.700000000000006
563680,22667,2011,8,4,12,recipe box retrospot ,6,2011-08-18 12:06:00,2.95,18272,United Kingdom,17.700000000000006
572734,23483,2011,10,2,15,hanging  butterfly t-light holder,144,2011-10-25 15:34:00,1.04,13694,United Kingdom,149.76
539320,72817,2010,12,4,19,set of 2 christmas decoupage candle,24,2010-12-16 19:16:00,1.25,14911,EIRE,30.0
580727,22732,2011,12,1,17,3d vintage christmas stickers ,5,2011-12-05 17:17:00,2.46,14096,United Kingdom,12.3
580727,85053,2011,12,1,17,french enamel candleholder,3,2011-12-05 17:17:00,4.13,14096,United Kingdom,12.39
561917,23146,2011,8,1,11,triple hook antique ivory rose,1,2011-08-01 11:57:00,3.29,16904,United Kingdom,3.29
572317,23356,2011,10,7,16,love hot water bottle,1,2011-10-23 16:13:00,5.95,14629,United Kingdom,5.95
537374,22618,2010,12,1,12,cooking set retrospot,1,2010-12-06 12:55:00,9.95,17259,United Kingdom,9.95
559528,20767,2011,7,7,11,blue paisley journal ,4,2011-07-10 11:34:00,2.55,13064,United Kingdom,10.2
561236,22423,2011,7,2,10,regency cakestand 3 tier,4,2011-07-26 10:27:00,12.75,15159,United Kingdom,51.0
568510,22571,2011,9,2,12,rocking horse red christmas ,20,2011-09-27 12:26:00,0.85,13555,United Kingdom,17.0
559686,22147,2011,7,1,15,feltcraft butterfly hearts,1,2011-07-11 15:26:00,1.45,17966,United Kingdom,1.45
581138,22355,2011,12,3,13,charlotte bag suki design,100,2011-12-07 13:17:00,0.72,12950,United Kingdom,72.0
576339,22974,2011,11,1,15,childrens dolly girl mug,1,2011-11-14 15:27:00,3.29,14096,United Kingdom,3.29
573879,23439,2011,11,2,13,hand warmer red love heart,2,2011-11-01 13:21:00,2.1,15039,United Kingdom,4.2
575627,71459,2011,11,4,13,hanging jam jar t-light holders,36,2011-11-10 13:28:00,0.85,17977,United Kingdom,30.6
542005,85099C,2011,1,2,11,jumbo  bag baroque black white,10,2011-01-25 11:18:00,1.95,14409,United Kingdom,19.5
561884,23301,2011,7,7,13,gardeners kneeling pad keep calm ,1,2011-07-31 13:07:00,1.65,15453,United Kingdom,1.65
576345,POST,2011,11,1,15,postage,3,2011-11-14 15:37:00,40.0,12374,Austria,120.0
567889,21730,2011,9,4,15,glass star frosted t-light holder,3,2011-09-22 15:39:00,4.95,16633,United Kingdom,14.85
561236,23300,2011,7,2,10,gardeners kneeling pad cup of tea ,24,2011-07-26 10:27:00,1.65,15159,United Kingdom,39.6
548686,22197,2011,4,5,16,small popcorn holder,100,2011-04-01 16:49:00,0.72,15856,United Kingdom,72.0
556058,22385,2011,6,3,13,jumbo bag spaceboy design,10,2011-06-08 13:54:00,2.08,13985,United Kingdom,20.8
562772,47566,2011,8,2,12,party bunting,6,2011-08-09 12:07:00,4.95,13097,United Kingdom,29.700000000000006
579457,85099B,2011,11,2,14,jumbo bag red retrospot,30,2011-11-29 14:20:00,2.08,14824,United Kingdom,62.40000000000001
558058,22029,2011,6,5,15,spaceboy birthday card,12,2011-06-24 15:00:00,0.42,14766,United Kingdom,5.04
581074,84029G,2011,12,3,11,knitted union flag hot water bottle,8,2011-12-07 11:27:00,4.25,15568,United Kingdom,34.0
552727,22355,2011,5,3,10,charlotte bag suki design,10,2011-05-11 10:32:00,0.85,14920,United Kingdom,8.5
537395,22952,2010,12,1,14,60 cake cases vintage christmas,1,2010-12-06 14:05:00,0.55,15356,United Kingdom,0.55
552446,22999,2011,5,1,13,travel card wallet retro petals,24,2011-05-09 13:28:00,0.42,16729,United Kingdom,10.08
557962,22999,2011,6,5,9,travel card wallet retro petals,24,2011-06-24 09:22:00,0.42,13709,United Kingdom,10.08
552185,21080,2011,5,5,13,set/20 red retrospot paper napkins ,12,2011-05-06 13:52:00,0.85,12921,United Kingdom,10.2
536415,22147,2010,12,3,11,feltcraft butterfly hearts,4,2010-12-01 11:57:00,1.45,12838,United Kingdom,5.8
570799,22086,2011,10,3,12,paper chain kit 50's christmas ,6,2011-10-12 12:31:00,2.95,16203,United Kingdom,17.700000000000006
536796,22952,2010,12,4,15,60 cake cases vintage christmas,1,2010-12-02 15:46:00,0.55,15574,United Kingdom,0.55
576889,23439,2011,11,3,17,hand warmer red love heart,1,2011-11-16 17:24:00,2.1,12748,United Kingdom,2.1
556184,22303,2011,6,4,11,coffee mug apples design,18,2011-06-09 11:39:00,2.55,16592,United Kingdom,45.9
571987,23374,2011,10,4,10,red spot paper gift bag,10,2011-10-20 10:47:00,0.82,17007,United Kingdom,8.2
553487,22617,2011,5,2,12,baking set spaceboy design,2,2011-05-17 12:38:00,4.95,13246,United Kingdom,9.9
564729,22964,2011,8,7,12,3 piece spaceboy cookie cutter set,3,2011-08-28 12:44:00,2.1,13137,United Kingdom,6.300000000000002
537224,22589,2010,12,7,16,cardholder gingham star,6,2010-12-05 16:24:00,2.55,13174,United Kingdom,15.3
564733,22893,2011,8,7,13,mini cake stand t-light holder,10,2011-08-28 13:18:00,0.42,17841,United Kingdom,4.2
576219,22866,2011,11,1,12,hand warmer scotty dog design,96,2011-11-14 12:58:00,1.79,15838,United Kingdom,171.84
580880,72819,2011,12,2,12,cupid design scented candles,12,2011-12-06 12:19:00,1.25,14121,United Kingdom,15.0
557278,85123A,2011,6,7,12,white hanging heart t-light holder,12,2011-06-19 12:08:00,2.95,13089,United Kingdom,35.40000000000001
569897,22488,2011,10,4,16,natural slate rectangle chalkboard,3,2011-10-06 16:01:00,1.65,17813,United Kingdom,4.949999999999998
559133,23238,2011,7,3,13,set of 4 knick knack tins london ,2,2011-07-06 13:13:00,4.15,17861,United Kingdom,8.3
540547,22481,2011,1,7,16,black tea towel classic design,12,2011-01-09 16:07:00,1.25,14911,EIRE,15.0
559836,22296,2011,7,3,10,heart ivory trellis large,12,2011-07-13 10:09:00,1.65,13911,United Kingdom,19.8
571275,22295,2011,10,7,12,heart filigree dove large,12,2011-10-16 12:28:00,1.65,15994,United Kingdom,19.8
564657,23102,2011,8,5,14,silver hearts table decoration,72,2011-08-26 14:44:00,0.72,14135,United Kingdom,51.84
571837,21992,2011,10,3,12,vintage paisley stationery set,1,2011-10-19 12:11:00,1.25,16470,United Kingdom,1.25
571444,22752,2011,10,1,13,set 7 babushka nesting boxes,4,2011-10-17 13:44:00,8.5,18179,United Kingdom,34.0
558237,21506,2011,6,1,15,"fancy font birthday card, ",12,2011-06-27 15:04:00,0.42,12867,United Kingdom,5.04
564165,21621,2011,8,2,13,vintage union jack bunting,7,2011-08-23 13:35:00,8.5,13593,United Kingdom,59.5
581452,22633,2011,12,4,18,hand warmer union jack,12,2011-12-08 18:03:00,2.1,17675,United Kingdom,25.200000000000006
545461,22951,2011,3,4,8,60 cake cases dolly girl design,24,2011-03-03 08:24:00,0.55,14388,United Kingdom,13.2
567637,22913,2011,9,3,13,red coat rack paris fashion,3,2011-09-21 13:57:00,4.95,17865,United Kingdom,14.85
580543,21137,2011,12,1,9,black record cover frame,8,2011-12-05 09:11:00,3.75,18223,United Kingdom,30.0
552843,84378,2011,5,3,14,set of 3 heart cookie cutters,2,2011-05-11 14:37:00,1.25,14649,United Kingdom,2.5
576381,22699,2011,11,2,9,roses regency teacup and saucer ,6,2011-11-15 09:26:00,2.95,12839,United Kingdom,17.700000000000006
566297,22356,2011,9,7,15,charlotte bag pink polkadot,1,2011-09-11 15:50:00,0.85,16794,United Kingdom,0.85
576865,21098,2011,11,3,16,christmas toilet roll,1,2011-11-16 16:08:00,1.25,12748,United Kingdom,1.25
572285,23541,2011,10,7,12,wall art classic puddings ,1,2011-10-23 12:16:00,8.25,14698,United Kingdom,8.25
543189,21383,2011,2,5,11,pack of 12 sticky bunnies,12,2011-02-04 11:48:00,0.65,17517,United Kingdom,7.800000000000002
569702,22571,2011,10,3,16,rocking horse red christmas ,6,2011-10-05 16:09:00,0.85,14396,United Kingdom,5.1
558760,20717,2011,7,7,12,strawberry shopper bag,7,2011-07-03 12:38:00,1.25,16918,United Kingdom,8.75
555589,21213,2011,6,1,9,pack of 72 skull cake cases,24,2011-06-06 09:36:00,0.55,12802,Netherlands,13.2
578036,22586,2011,11,2,14,feltcraft hairband pink and blue,3,2011-11-22 14:04:00,0.85,16474,United Kingdom,2.55
579196,21746,2011,11,1,15,small red retrospot windmill,1,2011-11-28 15:54:00,2.46,14096,United Kingdom,2.46
577106,84836,2011,11,4,17,zinc metal heart decoration,5,2011-11-17 17:18:00,1.25,14456,United Kingdom,6.25
551966,22384,2011,5,4,13,lunch bag pink polkadot,2,2011-05-05 13:14:00,1.65,15356,United Kingdom,3.3
549321,22784,2011,4,5,10,lantern cream gazebo ,3,2011-04-08 10:19:00,4.95,14243,United Kingdom,14.85
557021,21212,2011,6,4,12,pack of 72 retrospot cake cases,24,2011-06-16 12:55:00,0.55,17642,United Kingdom,13.2
559552,22274,2011,7,7,16,feltcraft doll emily,1,2011-07-10 16:29:00,2.95,16014,United Kingdom,2.95
551268,48194,2011,4,3,12,doormat hearts,1,2011-04-27 12:08:00,7.95,16965,United Kingdom,7.95
562775,23202,2011,8,2,12,jumbo bag vintage leaf,10,2011-08-09 12:21:00,2.08,15078,United Kingdom,20.8
578944,21034,2011,11,7,13,rex cash+carry jumbo shopper,1,2011-11-27 13:41:00,0.95,16005,United Kingdom,0.95
559865,21498,2011,7,3,10,red retrospot wrap ,25,2011-07-13 10:39:00,0.42,14409,United Kingdom,10.5
578949,22300,2011,11,7,14,coffee mug dog + ball design,6,2011-11-27 14:30:00,2.55,14954,United Kingdom,15.3
554098,21756,2011,5,7,13,bath building block word,2,2011-05-22 13:01:00,5.95,14769,United Kingdom,11.9
567482,22382,2011,9,2,13,lunch bag spaceboy design ,1,2011-09-20 13:42:00,1.65,16464,United Kingdom,1.65
564332,23354,2011,8,3,14,6 gift tags 50's christmas ,24,2011-08-24 14:02:00,0.83,14407,United Kingdom,19.92
541518,79191C,2011,1,3,9,retro plastic elephant tray,24,2011-01-19 09:05:00,0.85,12451,Switzerland,20.4
576339,23089,2011,11,1,15,glass bon bon jar,3,2011-11-14 15:27:00,3.29,14096,United Kingdom,9.87
546549,21034,2011,3,1,16,rex cash+carry jumbo shopper,10,2011-03-14 16:46:00,0.95,17799,United Kingdom,9.5
573551,23263,2011,10,1,13,set of 3 wooden heart decorations,12,2011-10-31 13:35:00,1.25,15044,United Kingdom,15.0
562791,22986,2011,8,2,14,wrap gingham rose ,25,2011-08-09 14:18:00,0.42,17730,United Kingdom,10.5
542895,22968,2011,2,2,13,rose cottage keepsake box ,1,2011-02-01 13:47:00,9.95,14549,United Kingdom,9.95
552468,20727,2011,5,1,15,lunch bag  black skull.,10,2011-05-09 15:33:00,1.65,13141,United Kingdom,16.5
580727,22158,2011,12,1,17,3 hearts hanging decoration rustic,1,2011-12-05 17:17:00,5.79,14096,United Kingdom,5.79
573876,22993,2011,11,2,12,set of 4 pantry jelly moulds,4,2011-11-01 12:48:00,1.25,16360,United Kingdom,5.0
547577,21181,2011,3,4,10,please one person metal sign,48,2011-03-24 10:37:00,1.85,13183,United Kingdom,88.80000000000003
559418,22900,2011,7,5,11,set 2 tea towels i love london ,6,2011-07-08 11:36:00,3.25,12681,France,19.5
549257,21033,2011,4,4,12,jumbo bag charlie and lola toys,1,2011-04-07 12:29:00,2.08,14465,United Kingdom,2.08
550138,22980,2011,4,4,14,pantry scrubbing brush,1,2011-04-14 14:02:00,1.65,12841,United Kingdom,1.65
563936,POST,2011,8,1,9,postage,1,2011-08-22 09:03:00,40.0,17828,Malta,40.0
570421,22579,2011,10,1,13,wooden tree christmas scandinavian,24,2011-10-10 13:34:00,0.29,13980,United Kingdom,6.959999999999999
580027,70007,2011,12,4,12,hi tec alpine hand warmer,4,2011-12-01 12:01:00,1.65,14178,United Kingdom,6.6
576339,20971,2011,11,1,15,pink blue felt craft trinket box,2,2011-11-14 15:27:00,2.46,14096,United Kingdom,4.92
547518,20712,2011,3,3,14,jumbo bag woodland animals,100,2011-03-23 14:39:00,1.65,13694,United Kingdom,165.0
575136,22592,2011,11,2,14,cardholder holly wreath metal,4,2011-11-08 14:53:00,3.75,15103,United Kingdom,15.0
562387,21985,2011,8,4,15,pack of 12 hearts design tissues ,24,2011-08-04 15:51:00,0.29,13402,United Kingdom,6.959999999999999
575680,21264,2011,11,4,15,white goose feather tree 60cm ,12,2011-11-10 15:23:00,1.95,13148,United Kingdom,23.4
567148,82482,2011,9,5,15,wooden picture frame white finish,6,2011-09-16 15:23:00,2.95,18225,United Kingdom,17.700000000000006
568095,21499,2011,9,5,14,blue polkadot wrap,25,2011-09-23 14:49:00,0.42,14911,EIRE,10.5
577308,22553,2011,11,5,13,plasters in tin skulls,12,2011-11-18 13:14:00,1.65,15088,United Kingdom,19.8
554163,22173,2011,5,1,11,metal 4 hook hanger french chateau,2,2011-05-23 11:52:00,2.95,14573,United Kingdom,5.9
571243,21327,2011,10,5,15,skulls writing set ,12,2011-10-14 15:26:00,1.65,14595,United Kingdom,19.8
541816,21455,2011,1,5,15,painted yellow wooden daisy,11,2011-01-21 15:56:00,0.85,17799,United Kingdom,9.35
564438,23275,2011,8,4,12,set of 3 hanging owls ollie beak,12,2011-08-25 12:11:00,1.25,16628,United Kingdom,15.0
569983,23108,2011,10,4,19,set of 10 led dolly lights,1,2011-10-06 19:49:00,6.25,17231,United Kingdom,6.25
574056,21507,2011,11,3,14,elephant birthday card ,72,2011-11-02 14:09:00,0.36,14646,Netherlands,25.92
558700,21244,2011,7,5,12,blue polkadot plate ,2,2011-07-01 12:33:00,1.69,17920,United Kingdom,3.38
580595,22720,2011,12,1,10,set of 3 cake tins pantry design ,3,2011-12-05 10:38:00,4.95,14194,United Kingdom,14.85
547564,22488,2011,3,4,9,natural slate rectangle chalkboard,12,2011-03-24 09:21:00,1.65,17512,United Kingdom,19.8
545312,85152,2011,3,2,13,hand over the chocolate   sign ,2,2011-03-01 13:51:00,2.1,15456,United Kingdom,4.2
569015,82494L,2011,9,5,9,wooden frame antique white ,6,2011-09-30 09:20:00,2.95,13575,United Kingdom,17.700000000000006
558540,22410,2011,6,4,12,money box housekeeping design,12,2011-06-30 12:15:00,1.25,17706,United Kingdom,15.0
572380,22952,2011,10,1,11,60 cake cases vintage christmas,24,2011-10-24 11:51:00,0.55,16019,United Kingdom,13.2
565436,21914,2011,9,7,13,blue harmonica in box ,12,2011-09-04 13:45:00,1.25,14189,United Kingdom,15.0
573340,23307,2011,10,7,11,set of 60 pantry design cake cases ,2,2011-10-30 11:55:00,0.55,14159,United Kingdom,1.1
555647,23163,2011,6,1,13,regency sugar tongs,8,2011-06-06 13:43:00,2.49,12957,United Kingdom,19.92
571828,21035,2011,10,3,11,set/2 red retrospot tea towels ,4,2011-10-19 11:52:00,3.25,16440,United Kingdom,13.0
559324,22420,2011,7,4,14,lipstick pen baby pink,100,2011-07-07 14:56:00,0.36,12971,United Kingdom,36.0
580285,22357,2011,12,5,13,kings choice biscuit tin,4,2011-12-02 13:22:00,4.25,12695,France,17.0
575957,35471D,2011,11,7,12,set of 3 bird light pink feather ,3,2011-11-13 12:19:00,0.39,13170,United Kingdom,1.17
555842,23066,2011,6,2,12,small deco jewellery stand,4,2011-06-07 12:54:00,8.25,17874,United Kingdom,33.0
578270,22720,2011,11,3,13,set of 3 cake tins pantry design ,3,2011-11-23 13:39:00,10.79,14096,United Kingdom,32.37
543288,22902,2011,2,1,10,tote bag i love london,12,2011-02-07 10:14:00,2.1,17302,United Kingdom,25.200000000000006
573265,22109,2011,10,5,12,full english breakfast plate,4,2011-10-28 12:39:00,3.75,16150,United Kingdom,15.0
557472,21749,2011,6,1,13,large red retrospot windmill,48,2011-06-20 13:27:00,1.85,12432,Norway,88.80000000000003
547548,22477,2011,3,3,15,watering can garden marker,2,2011-03-23 15:37:00,1.25,15644,United Kingdom,2.5
554151,22150,2011,5,1,11,3 stripey mice feltcraft,3,2011-05-23 11:07:00,1.95,14049,United Kingdom,5.85
577058,21820,2011,11,4,14,glitter heart garland with bells ,1,2011-11-17 14:29:00,3.75,18122,United Kingdom,3.75
574336,23366,2011,11,5,9,set 12 colouring pencils doily,16,2011-11-04 09:52:00,0.65,12397,Belgium,10.4
551014,22399,2011,4,2,11,magnets pack of 4 childhood memory,12,2011-04-26 11:04:00,1.25,13209,United Kingdom,15.0
537026,22417,2010,12,5,16,pack of 60 spaceboy cake cases,120,2010-12-03 16:35:00,0.42,12395,Belgium,50.4
563907,84976,2011,8,7,11,rectangular shaped mirror,12,2011-08-21 11:57:00,0.79,14733,United Kingdom,9.48
540187,22819,2011,1,3,13,"birthday card, retro spot",12,2011-01-05 13:53:00,0.42,15358,United Kingdom,5.04
578551,23378,2011,11,4,15,pack of 12 50's christmas tissues,12,2011-11-24 15:05:00,0.39,12937,United Kingdom,4.68
570014,23349,2011,10,5,9,roll wrap vintage christmas,12,2011-10-07 09:56:00,1.25,15214,United Kingdom,15.0
571058,23245,2011,10,4,14,set of 3 regency cake tins,16,2011-10-13 14:18:00,4.15,13853,United Kingdom,66.4
547018,79000,2011,3,5,14,moroccan tea glass,84,2011-03-18 14:53:00,0.85,17043,United Kingdom,71.39999999999998
563248,22613,2011,8,1,11,pack of 20 spaceboy napkins,2,2011-08-15 11:30:00,0.85,14702,United Kingdom,1.7
556494,22970,2011,6,7,14,london bus coffee mug,3,2011-06-12 14:57:00,2.55,17802,United Kingdom,7.649999999999999
553672,21531,2011,5,3,12,red retrospot sugar jam bowl,6,2011-05-18 12:44:00,2.55,15811,United Kingdom,15.3
554081,48129,2011,5,7,11,doormat topiary,10,2011-05-22 11:47:00,6.75,13227,United Kingdom,67.5
565324,22726,2011,9,5,13,alarm clock bakelike green,1,2011-09-02 13:18:00,3.75,13232,United Kingdom,3.75
570098,23131,2011,10,5,12,mistletoe heart wreath cream,8,2011-10-07 12:11:00,4.15,13169,United Kingdom,33.2
566200,22208,2011,9,5,14,wood stamp set thank you,1,2011-09-09 14:14:00,0.83,16910,United Kingdom,0.83
569737,22534,2011,10,4,10,magic drawing slate spaceboy ,24,2011-10-06 10:45:00,0.42,16295,United Kingdom,10.08
574704,22989,2011,11,7,14,set 2 pantry design tea towels,3,2011-11-06 14:02:00,3.25,15696,United Kingdom,9.75
561220,22972,2011,7,2,9,children's spaceboy mug,12,2011-07-26 09:20:00,1.65,17734,United Kingdom,19.8
540354,85036C,2011,1,4,14,rose 1 wick morris boxed candle,12,2011-01-06 14:58:00,1.85,13576,United Kingdom,22.200000000000006
552886,85132A,2011,5,4,10,charlie + lola biscuits tins,12,2011-05-12 10:18:00,1.95,16244,United Kingdom,23.4
547882,82581,2011,3,1,7,toilet metal sign,12,2011-03-28 07:53:00,0.55,14911,EIRE,6.6000000000000005
579456,22676,2011,11,2,14,french blue metal door sign 1,1,2011-11-29 14:20:00,1.25,13428,United Kingdom,1.25
560829,21481,2011,7,4,12,fawn blue hot water bottle,6,2011-07-21 12:00:00,2.95,17694,United Kingdom,17.700000000000006
577816,23165,2011,11,2,9,large ceramic top storage jar,24,2011-11-22 09:17:00,1.65,18139,United Kingdom,39.6
557150,23203,2011,6,5,11,jumbo bag doiley patterns,1,2011-06-17 11:02:00,2.08,15555,United Kingdom,2.08
550183,21500,2011,4,4,17,pink polkadot wrap ,25,2011-04-14 17:58:00,0.42,14105,United Kingdom,10.5
577321,22365,2011,11,5,13,doormat respectable house,10,2011-11-18 13:44:00,7.08,15311,United Kingdom,70.8
561114,21918,2011,7,1,12,set 12 kids colour  chalk sticks,24,2011-07-25 12:12:00,0.42,14775,United Kingdom,10.08
550620,21135,2011,4,2,13,victorian  metal postcard spring,16,2011-04-19 13:39:00,1.69,12585,Germany,27.04
579168,23266,2011,11,1,14,set of 3 wooden stocking decoration,5,2011-11-28 14:12:00,1.25,17806,United Kingdom,6.25
549845,23000,2011,4,2,14,travel card wallet transport,11,2011-04-12 14:22:00,0.42,16729,United Kingdom,4.62
556503,20754,2011,6,1,8,retrospot red washing up gloves,6,2011-06-13 08:44:00,2.1,13517,United Kingdom,12.6
559928,21249,2011,7,4,8,woodland  height chart stickers ,12,2011-07-14 08:52:00,2.95,12405,Finland,35.40000000000001
543812,85049A,2011,2,7,14,traditional christmas ribbons,1,2011-02-13 14:40:00,1.25,17472,United Kingdom,1.25
561360,21212,2011,7,2,15,pack of 72 retrospot cake cases,120,2011-07-26 15:37:00,0.42,16133,United Kingdom,50.4
560888,22191,2011,7,4,16,ivory diner wall clock,2,2011-07-21 16:33:00,8.5,15380,United Kingdom,17.0
